Features_2022,Features_2021,Features_2020,Features_2019,Features_2018
0,0,0,0,문B3-8)중도 포기이유 - 3-(1)학력보완 교육
문A2-6) 연간참여시간__(2)성인기초 및 문자해득교육_1,문A2-6) 연간참여시간__(2)성인기초 및 문자해득교육_1,문A2-6) 연간참여시간__(2)성인기초 및 문자해득교육_1,문A2-6) 연간참여시간__(2)성인기초 및 문자해득교육_1,문A2-6) 연간참여시간__(2)성인기초 및 문자해득교육_1
0,0,문A5.(5)일하는데 필요한 기능 습득)귀하께서 지난 1년간 참여한 형식교육 경험이 다음 각각의 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?,0,0
0,0,0,0,문B3-9)연간참여시간 - 3-(1)학력보완 교육
0,0,0,0,문B3-10)자기부담학습비 - 3-(1)학력보완 교육
문A2-7) 자기부담학습비__(2)성인기초 및 문자해득교육_1,문A2-7) 자기부담학습비__(2)성인기초 및 문자해득교육_1,문A2-7) 자기부담학습비__(2)성인기초 및 문자해득교육_1,문A2-7) 자기부담학습비__(2)성인기초 및 문자해득교육_1,문A2-7) 자기부담학습비__(2)성인기초 및 문자해득교육_1
문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-6,0,0,0
0,0,0,0,문B3-11)학습비 외부 지원여부 - 3-(1)학력보완 교육
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(1)학력보완 교육_1
문A2-8) 학습비 외부 지원여부__(2)성인기초 및 문자해득교육_1,문A2-8) 학습비 외부 지원여부__(2)성인기초 및 문자해득교육_1,문A2-8) 학습비 외부 지원여부__(2)성인기초 및 문자해득교육_1,문A2-8) 학습비 외부 지원여부__(2)성인기초 및 문자해득교육_1,문A2-8) 학습비 외부 지원여부__(2)성인기초 및 문자해득교육_1
0,0,문A5.(6)성과급^ 연봉 등 소득 증대)귀하께서 지난 1년간 참여한 형식교육 경험이 다음 각각의 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?,0,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(1)학력보완 교육_2
문A2-9) 학습비 외부 지원기관__(2)성인기초 및 문자해득교육_1,문A2-9) 학습비 외부 지원기관__(2)성인기초 및 문자해득교육_1,문A2-9) 학습비 외부 지원기관__(2)성인기초 및 문자해득교육_1,문A2-9) 학습비 외부 지원기관__(2)성인기초 및 문자해득교육_1,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(1)학력보완 교육_3
문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-7,0,0,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(1)학력보완 교육_4
0,0,0,문B3-13)자격증 취득가능여부-1-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-13)자격증 취득가능여부 - 3-(1)학력보완 교육
0,0,문A5.(7)고용안정(일자리 유지))귀하께서 지난 1년간 참여한 형식교육 경험이 다음 각각의 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?,0,0
0,0,0,0,문B3-14)프로그램 만족도 - 3-(1)학력보완 교육
0,0,0,0,문B3-15)프로그램 불만족 요인 - 3 -(1)학력보완 교육_1
문A2-10) 프로그램만족도__(2)성인기초 및 문자해득교육_1,문A2-10) 프로그램만족도__(2)성인기초 및 문자해득교육_1,문A2-10) 프로그램만족도__(2)성인기초 및 문자해득교육_1,문A2-10) 프로그램만족도__(2)성인기초 및 문자해득교육_1,문A2-10) 프로그램만족도__(2)성인기초 및 문자해득교육_1
0,문A2-1)프로그램 유형-(1)학위취득을 위한 교육-2,0,0,0
0,0,0,0,문B3-15)프로그램 불만족 요인 - 3 -(1)학력보완 교육_2
0,0,0,0,문B3-15)프로그램 불만족 요인 - 3 -(1)학력보완 교육_3
문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-1,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-1,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-1,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-1,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-1
0,0,문A5.(8)사회참여(자원봉사 및 지역·사회적 활동))귀하께서 지난 1년간 참여한 형식교육 경험이 다음 각각의 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?,0,0
0,0,0,0,문B3-15)프로그램 불만족 요인 - 3 -(1)학력보완 교육_4
0,0,0,0,문B3-15)프로그램 불만족 요인 - 3 -(1)학력보완 교육_5
문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-2
0,0,문A5.(9)친목도모 증진)귀하께서 지난 1년간 참여한 형식교육 경험이 다음 각각의 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?,0,0
0,0,0,0,문B3-15)프로그램 불만족 요인 - 3 -(1)학력보완 교육_6
문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-3,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-3,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-3,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-3,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-3
0,문A2-2)프로그램 형태-(1)학위취득을 위한 교육-2,0,0,0
0,0,0,0,문B3-2)프로그램 과거수강경험 여부 - 1-(2)성인기초 및 문자해득교육
문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-5
0,0,문A5.(10)기타)귀하께서 지난 1년간 참여한 형식교육 경험이 다음 각각의 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?,0,0
문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-6
0,0,문B1.(1)일정 장소에서 강사가 강의하는 강좌)귀하께서는 지난 1년간 다음 유형의 비형식교육에 참여한 경험이 있습니까?,0,0
0,0,0,0,문B3-7)중도 포기여부 - 1-(2)성인기초 및 문자해득교육
문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-7,0
0,0,0,0,문B3-8)중도 포기이유 - 1-(2)성인기초 및 문자해득교육
0,문A2-3)기관 유형-(1)학위취득을 위한 교육-2,0,0,0
0,0,0,문B3-2)프로그램 과거수강경험 여부-2-(1)성인기초 및 문자해득교육,0
0,0,문B1.(2)직장 내 직무 연수 프로그램)귀하께서는 지난 1년간 다음 유형의 비형식교육에 참여한 경험이 있습니까?,0,0
0,0,0,문B3-3)프로그램 형태-2-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 1-(2)성인기초 및 문자해득교육_1
0,0,문B1.(3)원격/사이버 강좌 수강)귀하께서는 지난 1년간 다음 유형의 비형식교육에 참여한 경험이 있습니까?,0,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 1-(2)성인기초 및 문자해득교육_2
0,0,0,문B3-4)기관 유형-2-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 1-(2)성인기초 및 문자해득교육_3
0,0,0,문B3-6)참여목적-2-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 1-(2)성인기초 및 문자해득교육_4
0,문A2-5)참여목적-(1)학위취득을 위한 교육-2,0,0,0
0,0,0,0,문B3-13)자격증 취득가능여부 - 1-(2)성인기초 및 문자해득교육
0,0,0,문B3-7)중도 포기여부-2-(1)성인기초 및 문자해득교육,0
0,0,문B1.(4)전문적인 세미나 및 워크숍)귀하께서는 지난 1년간 다음 유형의 비형식교육에 참여한 경험이 있습니까?,0,0
0,0,0,문B3-8)중도 포기이유-2-(1)성인기초 및 문자해득교육,0
0,0,문B1.(5)학습동아리)귀하께서는 지난 1년간 다음 유형의 비형식교육에 참여한 경험이 있습니까?,0,0
0,0,0,문B3-9)연간참여시간-2-(1)성인기초 및 문자해득교육,0
문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-4
0,0,0,문B3-10)자기부담학습비-2-(1)성인기초 및 문자해득교육,0
0,문A2-6)연간참여시간-(1)학위취득을 위한 교육-2,0,0,0
0,0,0,문B3-11)학습비 외부 지원여부-2-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-1)프로그램 유형 - 2-(2)성인기초 및 문자해득교육
0,0,문B1.(6)개인교습)귀하께서는 지난 1년간 다음 유형의 비형식교육에 참여한 경험이 있습니까?,0,0
0,0,0,0,문B3-2)프로그램 과거수강경험 여부 - 2-(2)성인기초 및 문자해득교육
0,0,0,문B3-12)학습비 지원기관-2-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-3)프로그램 형태 - 2-(2)성인기초 및 문자해득교육
0,0,문B1.(7)기타)귀하께서는 지난 1년간 다음 유형의 비형식교육에 참여한 경험이 있습니까?,0,0
0,0,0,0,문B3-4)기관 유형 - 2-(2)성인기초 및 문자해득교육
0,0,0,문B3-13)자격증 취득가능여부-2-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-6)참여목적 - 2-(2)성인기초 및 문자해득교육
0,0,0,문B3-14)프로그램 만족도-2-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-7)중도 포기여부 - 2-(2)성인기초 및 문자해득교육
0,문A2-7)자기부담학습비-(1)학위취득을 위한 교육-2,0,0,0
0,0,0,0,문B3-8)중도 포기이유 - 2-(2)성인기초 및 문자해득교육
0,0,0,문B3-15)프로그램 불만족 요인-2 -(1)성인기초 및 문자해득교육_1,0
0,0,0,0,문B3-9)연간참여시간 - 2-(2)성인기초 및 문자해득교육
0,0,0,문B3-15)프로그램 불만족 요인-2 -(1)성인기초 및 문자해득교육_2,0
0,0,0,0,문B3-10)자기부담학습비 - 2-(2)성인기초 및 문자해득교육
0,문A2-8)학습비 외부 지원여부-(1)학위취득을 위한 교육-2,0,0,0
0,0,0,0,문B3-11)학습비 외부 지원여부 - 2-(2)성인기초 및 문자해득교육
0,0,0,문B3-15)프로그램 불만족 요인-2 -(1)성인기초 및 문자해득교육_3,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 2-(2)성인기초 및 문자해득교육_1
0,0,0,문B3-15)프로그램 불만족 요인-2 -(1)성인기초 및 문자해득교육_4,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 2-(2)성인기초 및 문자해득교육_2
0,문A2-9)학습비 외부 지원기관-(1)학위취득을 위한 교육-2,0,0,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 2-(2)성인기초 및 문자해득교육_3
0,0,0,문B3-15)프로그램 불만족 요인-2 -(1)성인기초 및 문자해득교육_5,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 2-(2)성인기초 및 문자해득교육_4
0,0,0,문B3-15)프로그램 불만족 요인-2 -(1)성인기초 및 문자해득교육_6,0
0,0,0,0,문B3-13)자격증 취득가능여부 - 2-(2)성인기초 및 문자해득교육
0,문A2-10)프로그램만족도-(1)학위취득을 위한 교육-2,0,0,0
0,0,0,0,문B3-14)프로그램 만족도 - 2-(2)성인기초 및 문자해득교육
0,0,0,문B3-15)프로그램 불만족 요인-2 -(1)성인기초 및 문자해득교육_7,0
0,0,0,0,문B3-15)프로그램 불만족 요인 - 2-(2)성인기초 및 문자해득교육_1
0,문A2-11)프로그램 불만족 요인(중복응답)-(1)학위취득을 위한 교육-2_1,0,0,0
0,0,0,0,문B3-15)프로그램 불만족 요인 - 2-(2)성인기초 및 문자해득교육_2
0,0,0,문B3-2)프로그램 과거수강경험 여부-3-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-15)프로그램 불만족 요인 - 2-(2)성인기초 및 문자해득교육_3
0,0,0,문B3-3)프로그램 형태-3-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-15)프로그램 불만족 요인 - 2-(2)성인기초 및 문자해득교육_4
0,문A2-11)프로그램 불만족 요인(중복응답)-(1)학위취득을 위한 교육-2_2,0,0,0
0,0,0,0,문B3-15)프로그램 불만족 요인 - 2-(2)성인기초 및 문자해득교육_5
0,0,0,문B3-4)기관 유형-3-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-15)프로그램 불만족 요인 - 2-(2)성인기초 및 문자해득교육_6
0,0,0,문B3-6)참여목적-3-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-1)프로그램 유형 - 3-(2)성인기초 및 문자해득교육
0,문A2-11)프로그램 불만족 요인(중복응답)-(1)학위취득을 위한 교육-2_3,0,0,0
0,0,0,0,문B3-2)프로그램 과거수강경험 여부 - 3-(2)성인기초 및 문자해득교육
0,0,0,문B3-7)중도 포기여부-3-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-3)프로그램 형태 - 3-(2)성인기초 및 문자해득교육
0,0,0,문B3-8)중도 포기이유-3-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-4)기관 유형 - 3-(2)성인기초 및 문자해득교육
0,문A2-11)프로그램 불만족 요인(중복응답)-(1)학위취득을 위한 교육-2_4,0,0,0
0,0,0,0,문B3-6)참여목적 - 3-(2)성인기초 및 문자해득교육
0,0,0,문B3-9)연간참여시간-3-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-7)중도 포기여부 - 3-(2)성인기초 및 문자해득교육
0,0,0,문B3-10)자기부담학습비-3-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-8)중도 포기이유 - 3-(2)성인기초 및 문자해득교육
0,0,0,0,문B3-9)연간참여시간 - 3-(2)성인기초 및 문자해득교육
0,문A2-11)프로그램 불만족 요인(중복응답)-(1)학위취득을 위한 교육-2_5,0,0,0
0,0,0,0,문B3-10)자기부담학습비 - 3-(2)성인기초 및 문자해득교육
0,0,0,문B3-11)학습비 외부 지원여부-3-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-11)학습비 외부 지원여부 - 3-(2)성인기초 및 문자해득교육
0,0,0,문B3-12)학습비 지원기관-3-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(2)성인기초 및 문자해득교육_1
0,문A2-11)프로그램 불만족 요인(중복응답)-(1)학위취득을 위한 교육-2_6,0,0,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(2)성인기초 및 문자해득교육_2
0,0,0,문B3-13)자격증 취득가능여부-3-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(2)성인기초 및 문자해득교육_3
0,0,0,문B3-14)프로그램 만족도-3-(1)성인기초 및 문자해득교육,0
0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(2)성인기초 및 문자해득교육_4
0,문A2-11)프로그램 불만족 요인(중복응답)-(1)학위취득을 위한 교육-2_7,0,0,0
0,0,0,0,문B3-13)자격증 취득가능여부 - 3-(2)성인기초 및 문자해득교육
0,0,0,문B3-15)프로그램 불만족 요인-3 -(1)성인기초 및 문자해득교육_1,0
