,source,target,weight
1272,focus,interviews,1
1273,discussions,group,5
1274,discussions,examine,1
1275,examine,older,1
1276,peoples,perceptions,1
1277,abuse,perceptions,2
1278,thirtythree,uganda,1
1279,participants,thirtythree,1
1280,participants,selected,4
1281,districts,selected,3
1282,districts,uganda,1
1283,reflect,uganda,1
1284,different,reflect,2
1285,different,locations,1
1286,levels,locations,1
1287,development,levels,1
1288,cultures,development,1
1289,contexts,cultures,1
1290,behaviors,contexts,1
1291,behaviors,considered,3
1292,abusive,considered,3
1293,abusive,categorized,1
1294,categorized,themes,1
1295,economic,themes,1
1296,abuse,economic,7
1297,abuse,harassment,1
1298,harassment,violence,1
1299,disrespect,violence,1
1300,disrespect,neglect,2
1301,abandonment,neglect,11
1302,abandonment,discrimination,1
1303,discrimination,results,1
1304,results,showed,16
1305,participants,showed,2
1306,largely,participants,1
1307,largely,viewed,1
1308,abuse,viewed,1
1309,abuse,cultural,2
1310,cultural,perspective,1
1311,contrary,perspective,1
1312,contrary,wests,1
1313,perception,wests,1
1314,based,perception,1
1315,based,discourse,1
1316,discourse,human,1
1317,human,rights,27
1318,findings,rights,1
1319,findings,need,1
1320,broader,need,1
1321,broader,definition,1
1322,definition,includes,2
1323,cultural,includes,1
1324,cultural,dimensions,1
1325,abuse,dimensions,1
1326,developing,people,1
1327,developing,societies,1
1328,mothers,older,4
1329,difficult,mothers,2
1330,adult,difficult,2
1331,adult,children,8
1332,children,life,1
1333,course,exploration,1
1334,adult,exploration,1
1335,adult,child,2
1336,child,parent,2
1337,parent,violence,1
1338,growing,violence,1
1339,growing,international,1
1340,international,social,1
1341,problem,social,8
1342,needs,problem,3
1343,better,needs,1
1344,better,understood,1
1345,develop,understood,1
1346,clinical,develop,2
1347,clinical,interventions,1
1348,exploratory,interventions,1
1349,exploratory,study,12
1350,antecedents,study,1
1351,antecedents,early,1
1352,adversity,life,1
1353,adult,adversity,1
1354,parent,violenceelder,1
1355,mistreatment,violenceelder,1
1356,carried,mistreatment,1
1357,carried,secondary,1
1358,analysis,secondary,8
1359,analysis,directed,2
1360,content,directed,2
1361,analysis,content,14
1362,analysis,based,5
1363,course,theory,1
1364,data,theory,3
1365,data,set,4
1366,older,set,1
1367,all57years,mothers,1
1368,all57years,old,1
1369,j,old,1
1370,j,r,1
1371,r,smith,1
1372,2021,smith,1
1373,2021,2022,1
1374,2022,measurement,1
1375,instances,measurement,1
1376,child,instances,1
1377,abuse,domestic,8
1378,domestic,violence,19
1379,birth,violence,1
1380,birth,trauma,1
1381,abused,trauma,1
1382,abused,older,9
1383,conducted,mothers,1
1384,conducted,older,4
1385,reported,women,2
1386,negatively,reported,1
1387,affected,negatively,3
1388,adult,affected,1
1389,adult,childrens,2
1390,childrens,problems,1
1391,56,problems,1
1392,56,reported,1
1393,physically,reported,1
1394,attacked,physically,1
1395,attacked,case,1
1396,case,example,1
1397,example,presented,1
1398,illustrate,presented,1
1399,illustrate,repeated,1
1400,incidents,repeated,1
1401,abuse,incidents,2
1402,early,neglect,1
1403,explain,life,2
1404,explain,older,1
1405,older,womans,1
1406,inability,womans,1
1407,actions,inability,1
1408,actions,safety,1
1409,adult,examining,1
1410,outcomes,services,5
1411,associated,services,4
1412,associated,decrease,1
1413,decrease,mistreatment,1
1414,differed,mistreatment,1
1415,differed,elder,1
1416,mistreatment,type,6
1417,adult,type,1
1418,aps,services,23
1419,aps,frontline,1
1420,agencies,frontline,1
1421,agencies,investigating,1
1422,elder,investigating,1
1423,mistreatment,providingcoordinating,1
1424,postinvestigation,providingcoordinating,1
1425,postinvestigation,services,1
1426,effectiveness,services,1
1427,effectiveness,reducing,1
1428,different,reducing,1
1429,different,types,12
1430,mistreatment,types,12
1431,mistreatment,relation,2
1432,relation,services,1
1433,services,unknown,1
1434,study,unknown,2
1435,aimed,study,34
1436,address,aimed,1
1437,address,knowledge,1
1438,gap,knowledge,3
1439,gap,identifying,1
1440,identifying,services,1
1441,provided,services,3
1442,mistreatment,provided,1
1443,examining,type,1
1444,associations,examining,2
1445,associations,services,1
1446,mistreatment,services,3
1447,mistreatment,reduction,2
1448,pretestposttest,reduction,1
1449,design,pretestposttest,1
1450,design,implemented,1
1451,identification,implemented,1
1452,identification,services,2
1453,iso,outcomes,2
1454,iso,matrix,5
1455,assess,matrix,1
1456,assess,mistreatment,1
1457,levels,mistreatment,1
1458,case,levels,1
1459,case,investigation,2
1460,case,closure,3
1461,closure,services,1
1462,provided,san,1
1463,francisco,san,1
1464,francisco,napa,1
1465,aps,napa,1
1466,aps,participated,1
1467,6month,participated,1
1468,6month,data,1
1469,collection,data,19
1470,4,collection,1
1471,4,prevalent,1
1472,prevalent,types,1
1473,examined,mistreatment,1
1474,emotional,examined,1
1475,emotional,physical,24
1476,financial,physical,10
1477,average,neglect,1
1478,average,level,2
1479,level,mistreatment,2
1480,decreased,mistreatment,2
1481,aps,types,1
1482,aps,intervention,1
1483,carecase,intervention,1
1484,carecase,management,3
1485,management,mental,2
1486,health,mental,61
1487,health,services,8
1488,common,services,2
1489,common,specific,1
1490,services,specific,1
1491,differed,services,1
1492,depending,differed,2
1493,depending,type,1
1494,carecase,mistreatment,1
1495,management,services,2
1496,associated,physical,2
1497,abuse,emotional,65
1498,abuse,reduction,4
1499,legal,reduction,2
1500,legal,services,2
1501,correlated,services,1
1502,correlated,emotional,1
1503,financial,reduction,1
1504,financial,planning,1
1505,planning,services,1
1506,associated,financial,2
1507,carecase,reduction,1
1508,associated,neglect,10
1509,neglect,reduction,1
1510,reduction,study,1
1511,address,study,1
1512,address,aps,2
1513,outcomes,type,1
1514,adoption,services,1
1515,adoption,iso,1
1516,aps,matrix,1
1517,aps,programs,6
1518,opens,programs,1
1519,opens,possibility,1
1520,possibility,research,1
1521,collaboration,practice,1
1522,aps,outcomes,1
1523,outcomes,research,1
1524,research,standardized,1
1525,approach,standardized,2
1526,crossvalidation,screening,1
1527,scale,screening,9
1528,adult,scale,1
1529,sample,services,2
1530,adult,sample,2
1531,aps,professionals,4
1532,called,professionals,1
1533,assess,called,1
1534,assess,decisionmaking,1
1535,capacity,decisionmaking,6
1536,capacity,investigating,1
1537,financial,investigating,2
1538,exploitation,financial,101
1539,exploitation,previous,2
1540,previous,research,7
1541,found,research,1
1542,consecutive,found,1
1543,aps,consecutive,1
1544,aps,cases,8
1545,cases,decisionmaking,2
1546,decisionmaking,screening,1
1547,lfdss,scale,3
1548,detected,lfdss,1
1549,detected,financial,1
1550,exploitation,purpose,2
1551,purpose,study,23
1552,apply,study,1
1553,apply,clinical,1
1554,clinical,cutoff,2
1555,cutoff,scores,1
1556,derived,scores,1
1557,derived,previous,3
1558,previous,study,1
1559,new,study,1
1560,new,sample,1
1561,aps,sample,1
1562,cases,sample,2
1563,105,sample,1
1564,105,participants,1
1565,aps,participants,3
1566,5,workers,1
1567,5,counties,1
1568,counties,study,1
1569,investigated,study,6
1570,clinical,investigated,1
1571,clinical,utility,2
1572,lfdss,utility,1
1573,detect,lfdss,1
1574,detect,financial,1
1575,based,exploitation,1
1576,based,ratings,1
1577,aps,ratings,1
1578,professionals,scale,3
1579,results,scale,1
1580,demonstrate,results,4
1581,demonstrate,lfdss,1
1582,excellent,lfdss,1
1583,excellent,internal,1
1584,clinical,consistency,1
1585,properties,utility,1
1586,paper,properties,1
1587,paper,provides,4
1588,provides,support,3
1589,support,use,1
1590,lfdss,use,2
1591,lfdss,reliable,1
1592,reliable,valid,6
1593,instrument,valid,1
1594,instructions,instrument,1
1595,instructions,use,1
1596,included,lfdss,1
1597,article,included,2
1598,article,information,1
1599,information,online,1
1600,online,support,1
1601,support,tools,1
1602,diverse,measuring,1
1603,characteristics,diverse,2
1604,characteristics,county,1
1605,adult,county,2
1606,programs,services,1
1607,adult,programs,1
1608,programs,vary,1
1609,markedly,vary,1
1610,markedly,studies,1
1611,quantified,studies,1
1612,diversity,quantified,1
1613,2020,diversity,1
1614,2020,survey,1
1615,ohios,survey,1
1616,85,ohios,1
1617,85,countyadministered,1
1618,aps,countyadministered,1
1619,incorporated,programs,1
1620,incorporated,subsequent,1
1621,feedback,subsequent,1
1622,feedback,staff,1
1623,described,staff,2
1624,described,programs,1
1625,programs,systematic,1
1626,manner,systematic,1
1627,manner,process,1
1628,process,resulted,1
1629,100,resulted,1
1630,100,response,1
1631,rate,response,7
1632,illustrated,rate,1
1633,efficient,illustrated,1
1634,approach,efficient,1
1635,approach,measuring,1
1636,measuring,organizational,1
1637,characteristics,organizational,1
1638,characteristics,eg,1
1639,eg,staff,2
1640,dedicated,staff,1
1641,aps,dedicated,1
1642,aps,resources,1
1643,eg,resources,1
1644,access,eg,1
1645,access,multidisciplinary,1
1646,practices,teams,1
1647,eg,practices,1
1648,create,staff,1
1649,create,plan,1
1650,meet,plan,1
1651,client,meet,1
1652,client,goals,1
1653,goals,prevalence,1
1654,differed,factors,1
1655,differed,number,1
1656,number,older,4
1657,adults,program,5
1658,program,served,1
1659,instance,served,1
1660,75,instance,1
1661,75,programs,1
1662,large,programs,1
1663,counties,large,1
1664,counties,regular,1
1665,opportunities,regular,1
1666,opportunities,share,1
1667,complex,share,1
1668,cases,complex,6
1669,cases,multidisciplinary,1
1670,multidisciplinary,team,8
1671,compared,team,1
1672,28,compared,1
1673,28,programs,1
1674,programs,small,1
1675,counties,small,1
1676,counties,understanding,1
1677,diverse,understanding,1
1678,aps,characteristics,1
1679,measure,programs,1
1680,help,measure,1
1681,agencies,help,1
1682,agencies,guide,1
1683,guide,quality,1
1684,improvement,quality,3
1685,efforts,improvement,1
1686,dissemination,efforts,1
1687,dissemination,innovations,1
1688,professional,quality,1
1689,adult,life,1
1690,service,workers,2
1691,adult,workers,1
1692,exposed,workers,1
1693,exposed,substantial,1
1694,occupational,substantial,1
1695,hazards,occupational,2
1696,hazards,job,1
1697,job,stress,1
1698,stress,stressors,2
1699,stressors,underdocumented,1
1700,sought,underdocumented,1
1701,describe,sought,2
1702,aps,describe,1
1703,work,workers,1
1704,environments,work,1
1705,environments,responses,1
1706,occupational,responses,1
1707,hazards,stressors,1
1708,including,stressors,1
1709,compassion,including,1
1710,compassion,fatigue,1
1711,burnout,fatigue,1
1712,burnout,secondary,2
1713,secondary,traumatic,3
1714,stress,traumatic,3
1715,stress,survey,1
1716,data,survey,4
1717,data,gathered,2
1718,closedended,gathered,1
1719,closedended,questionnaires,1
1720,administered,questionnaires,4
1721,administered,aps,1
1722,urban,workers,1
1723,setting,urban,2
1724,setting,virtually,1
1725,virtually,workers,1
1726,97,workers,1
1727,97,reported,1
1728,exposure,reported,1
1729,environmental,exposure,1
1730,environmental,hazards,1
1731,hazards,work,1
1732,80,work,1
1733,80,reported,1
1734,hazard,reported,1
1735,exposure,hazard,1
1736,exposure,past,1
1737,month,past,1
1738,month,workers,1
1739,reported,workers,2
1740,mixed,reported,1
1741,mixed,responses,1
1742,responses,work,1
1743,environment,work,5
1744,environment,experiences,1
1745,experiences,supervision,1
1746,sizable,supervision,1
1747,minority,sizable,1
1748,227,minority,1
1749,227,high,1
1750,high,risk,9
1751,burnout,risk,1
1752,246,burnout,1
1753,246,risk,1
1754,risk,secondary,1
1755,199,stress,1
1756,199,reported,1
1757,low,reported,1
1758,compassion,low,1
1759,compassion,satisfaction,1
1760,results,satisfaction,1
1761,document,results,1
1762,document,multiple,1
1763,multiple,stressors,1
1764,aps,stressors,1
1765,aps,work,3
1766,aps,partner,1
1767,committed,partner,1
1768,committed,ongoing,1
1769,efforts,ongoing,1
1770,better,efforts,3
1771,better,support,2
1772,staff,support,2
1773,findings,staff,1
1774,findings,inform,6
1775,future,inform,1
1776,efforts,future,1
1777,efforts,enhance,1
1778,enhance,supervisor,1
1779,supervisor,support,1
1780,support,worker,1
1781,selfcare,worker,1
1782,minimize,selfcare,1
1783,burnout,minimize,1
1784,engaging,new,1
1785,new,system,2
1786,safeguarding,system,1
1787,adults,safeguarding,3
1788,adults,reviews,2
1789,concerning,reviews,1
1790,care,concerning,2
1791,care,homes,20
1792,homes,older,7
1793,adult,people,1
1794,adult,case,1
1795,case,reviews,2
1796,reviews,scrs,1
1797,investigate,scrs,1
1798,investigate,situations,1
1799,harm,situations,1
1800,death,harm,1
1801,death,vulnerable,1
1802,adult,vulnerable,1
1803,adult,occurred,1
1804,abuse,occurred,3
1805,neglect,suspected,2
1806,local,suspected,1
1807,agencies,local,1
1808,agencies,responses,1
1809,deemed,responses,1
1810,deemed,need,1
1811,need,scrutiny,1
1812,2014,scrutiny,1
1813,2014,care,1
1814,act,care,1
1815,act,england,1
1816,england,scrs,1
1817,moved,scrs,1
1818,moved,statutory,1
1819,footing,statutory,1
1820,footing,renamed,1
1821,renamed,safeguarding,1
1822,reviews,sars,1
1823,paper,sars,1
1824,paper,reports,3
1825,analysis,reports,2
1826,analysis,scrs,1
1827,concerning,scrs,1
1828,concerning,older,1
1829,care,residents,6
1830,conducted,homes,1
1831,2015,conducted,1
1832,2015,clear,1
1833,clear,forensic,1
1834,forensic,methodology,1
1835,investigating,methodology,1
1836,investigating,single,1
1837,cases,single,1
1838,cases,indicate,1
1839,indicate,multiagency,1
1840,failings,multiagency,1
1841,failings,safeguarding,1
1842,home,safeguarding,1
1843,collective,home,1
1844,abuse,collective,1
1845,abuse,investigations,2
1846,difficult,investigations,2
1847,difficult,undertake,1
1848,requiring,undertake,1
1849,requiring,review,1
1850,numerous,review,1
1851,numerous,records,1
1852,consultations,records,1
1853,consultations,failure,1
1854,failure,recognise,1
1855,abuse,recognise,1
1856,abuse,reflect,1
1857,professionals,reflect,1
1858,professionals,uncertainties,1
1859,thresholds,uncertainties,1
1860,action,thresholds,1
1861,action,encountering,1
1862,encountering,poor,1
1863,care,poor,2
1864,care,quality,23
1865,abuse,quality,3
1866,abuse,exclusion,1
1867,exclusion,social,3
1868,involvement,workers,1
1869,care,involvement,1
1870,care,support,10
1871,care,home,40
1872,home,residents,13
1873,residents,scrs,1
1874,comment,scrs,1
1875,comment,suboptimal,1
1876,suboptimal,support,1
1877,local,residents,1
1878,local,social,1
1879,social,work,16
1880,practitioners,work,1
1881,hint,practitioners,1
1882,hint,missed,1
1883,missed,opportunities,1
1884,opportunities,reflections,1
1885,needs,reflections,1
1886,change,needs,1
1887,change,local,1
1888,local,systems,2
1889,care,systems,2
1890,include,support,1
1891,include,new,1
1892,new,scope,1
1893,development,scope,1
1894,development,gerontological,1
1895,gerontological,social,1
1896,practice,work,4
1897,ageism,older,4
1898,older,patients,22
1899,nursing,patients,2
1900,conceptual,nursing,1
1901,conceptual,differentiations,1
1902,differentiations,role,1
1903,moral,role,1
1904,moral,sensitivity,4
