,Features_2022,Features_2021,Features_2020,Features_2019,Features_2018
165,문A2-6) 연간참여시간__(2)성인기초 및 문자해득교육_1,문A2-6) 연간참여시간__(2)성인기초 및 문자해득교육_1,문A2-6) 연간참여시간__(2)성인기초 및 문자해득교육_1,문A2-6) 연간참여시간__(2)성인기초 및 문자해득교육_1,문A2-6) 연간참여시간__(2)성인기초 및 문자해득교육_1
166,0,0,문A5.(5)일하는데 필요한 기능 습득)귀하께서 지난 1년간 참여한 형식교육 경험이 다음 각각의 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?,0,0
167,0,0,0,0,문B3-7)중도 포기여부 - 3-(1)학력보완 교육
168,0,0,0,0,문B3-8)중도 포기이유 - 3-(1)학력보완 교육
169,문A2-7) 자기부담학습비__(2)성인기초 및 문자해득교육_1,문A2-7) 자기부담학습비__(2)성인기초 및 문자해득교육_1,문A2-7) 자기부담학습비__(2)성인기초 및 문자해득교육_1,문A2-7) 자기부담학습비__(2)성인기초 및 문자해득교육_1,문A2-7) 자기부담학습비__(2)성인기초 및 문자해득교육_1
170,문A1-1) 작년(21.01.01~21.12.31)에 OO프로그램에 참여한 경험이 있습니까? 8) 대학원(석사),0,0,0,0
171,0,0,0,0,문B3-9)연간참여시간 - 3-(1)학력보완 교육
172,0,0,0,0,문B3-10)자기부담학습비 - 3-(1)학력보완 교육
173,문A2-8) 학습비 외부 지원여부__(2)성인기초 및 문자해득교육_1,문A2-8) 학습비 외부 지원여부__(2)성인기초 및 문자해득교육_1,문A2-8) 학습비 외부 지원여부__(2)성인기초 및 문자해득교육_1,문A2-8) 학습비 외부 지원여부__(2)성인기초 및 문자해득교육_1,문A2-8) 학습비 외부 지원여부__(2)성인기초 및 문자해득교육_1
174,0,0,문A5.(6)성과급^ 연봉 등 소득 증대)귀하께서 지난 1년간 참여한 형식교육 경험이 다음 각각의 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?,0,0
175,0,0,0,0,문B3-11)학습비 외부 지원여부 - 3-(1)학력보완 교육
176,문A2-9) 학습비 외부 지원기관__(2)성인기초 및 문자해득교육_1,문A2-9) 학습비 외부 지원기관__(2)성인기초 및 문자해득교육_1,문A2-9) 학습비 외부 지원기관__(2)성인기초 및 문자해득교육_1,문A2-9) 학습비 외부 지원기관__(2)성인기초 및 문자해득교육_1,0
177,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(1)학력보완 교육_1
178,문A2-9) 학습비 외부 지원기관__(1)학위취득을 위한 교육_1,문A2-9) 학습비 외부 지원기관__(1)학위취득을 위한 교육_1,0,0,0
179,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(1)학력보완 교육_2
180,0,0,0,문B3-13)자격증 취득가능여부-1-(1)성인기초 및 문자해득교육,0
181,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(1)학력보완 교육_3
182,0,0,문A5.(7)고용안정(일자리 유지))귀하께서 지난 1년간 참여한 형식교육 경험이 다음 각각의 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?,0,0
183,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 3-(1)학력보완 교육_4
184,0,0,0,0,문B3-13)자격증 취득가능여부 - 3-(1)학력보완 교육
185,문A2-10) 프로그램만족도__(2)성인기초 및 문자해득교육_1,문A2-10) 프로그램만족도__(2)성인기초 및 문자해득교육_1,문A2-10) 프로그램만족도__(2)성인기초 및 문자해득교육_1,문A2-10) 프로그램만족도__(2)성인기초 및 문자해득교육_1,문A2-10) 프로그램만족도__(2)성인기초 및 문자해득교육_1
186,문A1-1) 작년(21.01.01~21.12.31)에 OO프로그램에 참여한 경험이 있습니까? 9) 대학원(박사),0,0,0,0
187,0,0,0,0,문B3-14)프로그램 만족도 - 3-(1)학력보완 교육
188,0,0,0,0,문B3-15)프로그램 불만족 요인 - 3 -(1)학력보완 교육_1
189,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-1,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-1,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-1,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-1,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-1
190,0,0,문A5.(8)사회참여(자원봉사 및 지역·사회적 활동))귀하께서 지난 1년간 참여한 형식교육 경험이 다음 각각의 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?,0,0
191,0,0,0,0,문B3-15)프로그램 불만족 요인 - 3 -(1)학력보완 교육_2
192,0,0,0,0,문B3-15)프로그램 불만족 요인 - 3 -(1)학력보완 교육_3
193,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-2
194,문A2-10) 프로그램만족도__(1)학위취득을 위한 교육_1,문A2-10) 프로그램만족도__(1)학위취득을 위한 교육_1,0,0,0
195,0,0,0,0,문B3-15)프로그램 불만족 요인 - 3 -(1)학력보완 교육_4
196,0,0,0,0,문B3-15)프로그램 불만족 요인 - 3 -(1)학력보완 교육_5
197,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-3,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-3,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-3,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-3,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-3
198,0,0,문A5.(9)친목도모 증진)귀하께서 지난 1년간 참여한 형식교육 경험이 다음 각각의 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?,0,0
199,0,0,0,0,문B3-15)프로그램 불만족 요인 - 3 -(1)학력보완 교육_6
200,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-4
201,문A1-1) 작년(21.01.01~21.12.31)에 OO프로그램에 참여한 경험이 있습니까? 10) 고등학력보완교육,0,0,0,0
202,0,0,0,0,문B3-2)프로그램 과거수강경험 여부 - 1-(2)성인기초 및 문자해득교육
203,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-5
204,0,0,문A5.(10)기타)귀하께서 지난 1년간 참여한 형식교육 경험이 다음 각각의 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?,0,0
205,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-6
206,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-1,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-1,0,0,0
207,0,0,0,0,문B3-7)중도 포기여부 - 1-(2)성인기초 및 문자해득교육
208,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(2)성인기초 및 문자해득교육_1-7,0
209,0,0,0,0,문B3-8)중도 포기이유 - 1-(2)성인기초 및 문자해득교육
210,0,0,문B1.(1)일정 장소에서 강사가 강의하는 강좌)귀하께서는 지난 1년간 다음 유형의 비형식교육에 참여한 경험이 있습니까?,0,0
211,0,0,문B3-1)프로그램 유형-2-(1)성인기초 및 문자해득교육,문B3-1)프로그램 유형-2-(1)성인기초 및 문자해득교육,0
212,문A1-1) 작년(21.01.01~21.12.31)에 OO프로그램에 참여한 경험이 있습니까? 11) 문해교육,0,0,0,0
213,0,0,0,문B3-2)프로그램 과거수강경험 여부-2-(1)성인기초 및 문자해득교육,0
214,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 1-(2)성인기초 및 문자해득교육_1
215,0,0,문B1.(2)직장 내 직무 연수 프로그램)귀하께서는 지난 1년간 다음 유형의 비형식교육에 참여한 경험이 있습니까?,0,0
216,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 1-(2)성인기초 및 문자해득교육_2
217,0,0,0,문B3-3)프로그램 형태-2-(1)성인기초 및 문자해득교육,0
218,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 1-(2)성인기초 및 문자해득교육_3
219,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-2,0,0,0
220,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 1-(2)성인기초 및 문자해득교육_4
221,0,0,0,문B3-4)기관 유형-2-(1)성인기초 및 문자해득교육,0
222,0,0,0,0,문B3-13)자격증 취득가능여부 - 1-(2)성인기초 및 문자해득교육
223,0,0,문B1.(3)원격/사이버 강좌 수강)귀하께서는 지난 1년간 다음 유형의 비형식교육에 참여한 경험이 있습니까?,0,0
224,0,0,0,문B3-6)참여목적-2-(1)성인기초 및 문자해득교육,0
225,문A1-1) 작년(21.01.01~21.12.31)에 OO프로그램에 참여한 경험이 있습니까? 12) 외국어 자격증 강좌,0,0,0,0
226,0,0,0,문B3-7)중도 포기여부-2-(1)성인기초 및 문자해득교육,0
227,0,0,문B1.(4)전문적인 세미나 및 워크숍)귀하께서는 지난 1년간 다음 유형의 비형식교육에 참여한 경험이 있습니까?,0,0
228,0,0,0,문B3-8)중도 포기이유-2-(1)성인기초 및 문자해득교육,0
229,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-3,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-3,0,0,0
230,0,0,0,문B3-9)연간참여시간-2-(1)성인기초 및 문자해득교육,0
231,0,0,0,0,문B3-1)프로그램 유형 - 2-(2)성인기초 및 문자해득교육
232,0,0,문B1.(5)학습동아리)귀하께서는 지난 1년간 다음 유형의 비형식교육에 참여한 경험이 있습니까?,0,0
233,0,0,0,0,문B3-2)프로그램 과거수강경험 여부 - 2-(2)성인기초 및 문자해득교육
234,0,0,0,문B3-10)자기부담학습비-2-(1)성인기초 및 문자해득교육,0
235,0,0,0,0,문B3-3)프로그램 형태 - 2-(2)성인기초 및 문자해득교육
236,문A1-1) 작년(21.01.01~21.12.31)에 OO프로그램에 참여한 경험이 있습니까? 13) 컴퓨터 자격증 강좌,0,0,0,0
237,0,0,0,0,문B3-4)기관 유형 - 2-(2)성인기초 및 문자해득교육
238,0,0,0,문B3-11)학습비 외부 지원여부-2-(1)성인기초 및 문자해득교육,0
239,0,0,0,0,문B3-6)참여목적 - 2-(2)성인기초 및 문자해득교육
240,0,0,문B1.(6)개인교습)귀하께서는 지난 1년간 다음 유형의 비형식교육에 참여한 경험이 있습니까?,0,0
241,0,0,0,0,문B3-7)중도 포기여부 - 2-(2)성인기초 및 문자해득교육
242,0,0,0,문B3-12)학습비 지원기관-2-(1)성인기초 및 문자해득교육,0
243,0,0,0,0,문B3-8)중도 포기이유 - 2-(2)성인기초 및 문자해득교육
244,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-4,0,0,0
245,0,0,0,0,문B3-9)연간참여시간 - 2-(2)성인기초 및 문자해득교육
246,0,0,0,문B3-13)자격증 취득가능여부-2-(1)성인기초 및 문자해득교육,0
247,0,0,0,0,문B3-10)자기부담학습비 - 2-(2)성인기초 및 문자해득교육
248,0,0,문B1.(7)기타)귀하께서는 지난 1년간 다음 유형의 비형식교육에 참여한 경험이 있습니까?,0,0
249,0,0,0,0,문B3-11)학습비 외부 지원여부 - 2-(2)성인기초 및 문자해득교육
250,0,0,0,문B3-14)프로그램 만족도-2-(1)성인기초 및 문자해득교육,0
251,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 2-(2)성인기초 및 문자해득교육_1
252,문A1-1) 작년(21.01.01~21.12.31)에 OO프로그램에 참여한 경험이 있습니까? 14) 자격증 인증 과정,0,0,0,0
253,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 2-(2)성인기초 및 문자해득교육_2
254,0,0,0,문B3-15)프로그램 불만족 요인-2 -(1)성인기초 및 문자해득교육_1,0
255,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 2-(2)성인기초 및 문자해득교육_3
256,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-5,0,0,0
257,0,0,0,0,문B3-12)학습비 지원기관(중복응답) - 2-(2)성인기초 및 문자해득교육_4
258,0,0,0,문B3-15)프로그램 불만족 요인-2 -(1)성인기초 및 문자해득교육_2,0
259,0,0,0,0,문B3-13)자격증 취득가능여부 - 2-(2)성인기초 및 문자해득교육
260,문A1-1) 작년(21.01.01~21.12.31)에 OO프로그램에 참여한 경험이 있습니까? 15) 취업 및 창업 준비과정,0,0,0,0
261,0,0,0,0,문B3-14)프로그램 만족도 - 2-(2)성인기초 및 문자해득교육
262,0,0,0,문B3-15)프로그램 불만족 요인-2 -(1)성인기초 및 문자해득교육_3,0
263,0,0,0,0,문B3-15)프로그램 불만족 요인 - 2-(2)성인기초 및 문자해득교육_1
264,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-6,0,0,0
265,0,0,0,0,문B3-15)프로그램 불만족 요인 - 2-(2)성인기초 및 문자해득교육_2
266,0,0,0,문B3-15)프로그램 불만족 요인-2 -(1)성인기초 및 문자해득교육_4,0
267,0,0,0,0,문B3-15)프로그램 불만족 요인 - 2-(2)성인기초 및 문자해득교육_3
268,문A1-1) 작년(21.01.01~21.12.31)에 OO프로그램에 참여한 경험이 있습니까? 16) 직무능력 향상 교육과정,0,0,0,0
269,0,0,0,0,문B3-15)프로그램 불만족 요인 - 2-(2)성인기초 및 문자해득교육_4
270,0,0,0,문B3-15)프로그램 불만족 요인-2 -(1)성인기초 및 문자해득교육_5,0
271,0,0,0,0,문B3-15)프로그램 불만족 요인 - 2-(2)성인기초 및 문자해득교육_5
272,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(1)학위취득을 위한 교육_1-7,0,0,0
273,0,0,0,0,문B3-15)프로그램 불만족 요인 - 2-(2)성인기초 및 문자해득교육_6
274,0,0,0,문B3-15)프로그램 불만족 요인-2 -(1)성인기초 및 문자해득교육_6,0
275,0,0,0,0,문B3-1)프로그램 유형 - 3-(2)성인기초 및 문자해득교육
276,0,0,0,문B3-15)프로그램 불만족 요인-2 -(1)성인기초 및 문자해득교육_7,0
277,0,0,0,0,문B3-2)프로그램 과거수강경험 여부 - 3-(2)성인기초 및 문자해득교육
278,0,0,0,0,문B3-3)프로그램 형태 - 3-(2)성인기초 및 문자해득교육
279,문A2-1) 프로그램 유형__(2)성인기초 및 문자해득교육_1,문A2-1) 프로그램 유형__(2)성인기초 및 문자해득교육_1,문A2-1) 프로그램 유형__(2)성인기초 및 문자해득교육_1,문A2-1) 프로그램 유형__(2)성인기초 및 문자해득교육_1,문A2-1) 프로그램 유형__(2)성인기초 및 문자해득교육_1
280,문A1-1) 작년(21.01.01~21.12.31)에 OO프로그램에 참여한 경험이 있습니까? 17) 4차산업혁명강좌,0,0,0,0
281,0,0,0,0,문B3-4)기관 유형 - 3-(2)성인기초 및 문자해득교육
282,0,0,문B3-1)프로그램 유형-3-(1)성인기초 및 문자해득교육,문B3-1)프로그램 유형-3-(1)성인기초 및 문자해득교육,0
283,0,0,0,0,문B3-6)참여목적 - 3-(2)성인기초 및 문자해득교육
284,0,0,0,문B3-2)프로그램 과거수강경험 여부-3-(1)성인기초 및 문자해득교육,0
