"작성자","평점","좋아요","댓글수","리뷰"
"양기연","5.0","25","1","분리의 공포에서 시작해 다시 상징적 합일에 이르기까지. 반듯하게 반으로 접어낸 듯 전후반이 대칭을 이루는 형식적 완결성으로 스러져 가는 노년의 사랑, 그 흔적을 그려낸다.
.
(2012.12.22.)
(스포일러)
.
  영화의 시작. 난데없이 경찰들이 문을 부수고 집 안으로 들어온다. 집 안에는 모든 방문이 닫혀져 있다. 경찰 한 명은 집을 둘러보다 마침내 침실에 이르고, 죽어있는 여성의  시체를 발견한다. 후에 알게 되지만 그녀의 이름은 안느이다. 안느의 시체 주변은 꽃잎으로 장식되어 있고 그 침실의 창문은 열려 있다(경찰 한 명이 다른 경찰에게 '네가 창문을 열었냐'고 묻자 '아니'라는 대답이 돌아온다.). 자, 여기까지가 롱테이크로 하나의 씬으로 구성되어 있다. 
.
  이제 영화의 끝으로 가 보자. 조르주와 안느 부부의 딸인 에바가 경찰들이 부순 그 문으로 들어온다. 이제 집 안에는 모든 방문이 열려 있다. 에바는 집을 둘러보다 거실에 이르고, 평소 자신이 주로 앉던 대신 아버지 조르주가 앉던 그 자리에 앉는다. 여기까지 롱테이크로 이어지던 장면은 갑자기 뚝 끊기고, 집의 침실로 향하는 복도 쪽에서 거실과 부엌으로 향하는 통로를 바라보는 시점의 장면으로 바뀐다. 왼편으론 거실, 오른편으로 부엌으로 향하는 통로가 보인다. 왼편의 거실은 주로 조르주가 머물던 자리이고, 오른편의 부엌은 아마 주로 안느가 머물던 자리였을 것이다. 이제는 거실에 앉아있는 에바가 보이고, 방은 가운데 벽을 기준으로 정확하게 대칭을 이루고 있다.
.
  '대칭'. 영화의 첫 장면은 난데없이 부부의 공간에 들어온 경찰들의 등장에서 안느의 죽은 시체로 이어지고, 영화의 마지막 장면은 부부의 공간에 들어온 에바의 등장에서 죽음으로 인해 비어있는 조르주의 자리로 이어지더니 갑자기 완벽히 대칭을 이루는 집 안 구조를 비춘다. 첫 장면을 닮아있는 마지막 장면에서 굳이 '대칭'을 강조하는 장면 하나를 더해놓은 것은 그만큼 이 영화에서 '대칭'이 중요한 키워드임을 드러내는 싸인일 것이다. 위에서 말한 영화의 첫 장면과 마지막 장면부터가 대칭, 대조를 이루고 있다. 첫 장면에선 '완벽한 타인'인 경찰들이 '문을 부수고' 들어와 '방문이 모두 닫힌' 공간을 둘러보다 '죽어있는 안느'에 이른다. 마지막 장면에선 외부인이긴 하지만 완벽한 타인이라 하기는 힘든 '딸' 에바가 '문을 열고' 들어와 '방문이 모두 열린' 공간을 둘러보다 '비어있는 조르주의 자리'에 이른다.
.
  더불어 이 첫 장면과 마지막 장면은 각각 가교와도 같은 장면과 함께 영화의 본편과 연결되어 있다. 영화의 첫 장면에서 경찰이 안느의 시체를 발견한 뒤 갑자기 컷과 함께 까만 화면에 '아무르'라는 제목이 뜨고, 그 뒤 '미카엘 하네케 감독'이라는 크레딧이 뜨고 그 다음 장면이 이어진다. 한 편, 끝 부분에선 조르주의 죽음을 암시하는 사실상 본편의 마지막 장면이 끝난 뒤 집안의 곳곳을 조용히 비추는 샷들이 이어진 뒤, 위에서 말한 에바의 등장이 이어진다. 오프닝 크레딧과 집 안의 방들을 비추는 장면이 앞뒤로 다시 한 번 대칭을 이루는 셈이다.
.
  오프닝 크레딧 뒤 비로소 조르주와 안느의 이야기를 시작하는 첫 장면에서 카메라는 음악회의 관객석을 비추고 있다. 수많은 관객 사이에 조르주와 안느가 있지만 배우 장-루이 트랭티냥과 엠마뉘엘 리바의 얼굴을 모르는 이들이라면 그 수많은 관객 사이에서 조르주와 안느를 찾기란 쉽지 않을 것이다. 곧 관객들이 박수를 치고(아마도 연주자가 등장했을 것이다.) 음악이 흘러나온다. 슈베르트의 곡이다. 여기서 컷. 여기까지가 또 하나의 롱테이크씬이다. 그 뒤엔 조르주와 안느가 연주자 알렉상드르와 만나 인사하는 장면, 집에 오는 길에서의 장면이 이어지며 그들이 음악회에서 집으로 돌아오기까지의 과정을 보여준다. 그 다음 장면에서는 조르주와 안느가 집에 들어와 조르주가 안느의 외투를 벗겨주자 안느가 부엌 쪽으로 들어가 버리며 카메라의 프레임 밖으로 사라지고 조르주만 홀로 카메라 안에 남아 외투를 벗은 뒤 자신의 방으로 들어가기까지를 한 컷으로 보여준다. 음악회에서 '나란히 앉아 함께 카메라를 바라보고 있던' 조르주와 안느가 '집으로 돌아와' '조르주가 안느의 외투를 벗겨주고' '그 뒤 조르주가 홀로 외투를 입은 뒤' '각자 부엌과 자신의 방으로 들어감으로써' '분리'되는 과정을 보여주는 일련의 장면이다.
.
  그렇다면 영화의 뒷부분에서 가교 장면 앞에 오는 일련의 장면은 어떠한가? '각각 자기 방과 부엌에 따로따로 있던' 조르주와 안느가 '한 장소에 모인다'. 조르주는 분명 죽은 안느가 멀쩡히 살아있음을 보고 놀란다. 그 뒤 '안느는 조르주의 도움을 받아 외투를 입고' 멍하니 따라오려는 조르주에게 외투 안 입냐고 묻는다. 그러자 '조르주가 홀로 외투를 입고' 둘은 함께 '집을 나선다'. '각자자신의 방과 부엌에 따로 있던' 조르주와 안느가 '한 장소에 모여' '조르주가 안느의 외투를 입혀주고' '그 뒤 조르주가 홀로 외투를 입은 뒤' '함께 집을 나서는' 과정. 위에서 말한 일련의 장면들과 완벽히 대칭을 이루고 있다.
.
  영화의 앞 부분에서는 그 뒤 '조르주가 잠을 자다, 옆에 깨어 있는 안느의 인기척을 느끼고 잠을 깨는 장면'이 이어지고, 영화의 뒷부분에서는 그 앞에 '조르주가 잠을 자다, 부엌에서의 안느의 인기척을 느끼고 잠을 깨는 장면'이 나온다. 이 역시 대칭을 이룬다.
.
  다시 처음 부분을 보면, 그 뒤에 조르주와 안느가 아침 식사를 하다 안느의 병의 징조를 보게 되는 장면이 나온다. 그 장면에서 조르주는 안느에게 말을 걸고 젖은 수건으로 얼굴을 닦아보지만 안느는 미동도 않는다. 영화의 뒷부분에서는 그 앞 부분에 조르주가 고생 끝에 집 안에 두 번째로 들어선 비둘기를 잡는 장면이 등장한다. 비둘기는 안느가 점점 자신의 본 모습을 잃기 시작한 뒤로 등장하기 시작하는 매개물이다. 조르주는 비둘기가 처음 등장했을 때는 비둘기를 집 밖으로 쫓아내지만, 조르주가 안느를 죽인 뒤 비둘기가 다시 집 안에 들어오자 이번엔 고생 끝에 비둘기를 잡아 껴안고 쓰다듬고는, 그 뒤 편지에서 언급되듯 그 비둘기를 풀어준다. 영화의 첫 장면에서 죽은 안느가 누워있는 침실의 창문이 열려 있었다는 점이나, 조르주가 처음 안느의 병의 징조와 맞닥뜨린 장면과 안느가 제 정신을 잃기 시작하면서 등장하기 시작한 비둘기를 조르주가 비로소 잡고 쓰다듬더니 다시 놓아주는 장면이 영화의 전체적인 구조 하에서 대칭을 이루는 위치에 놓였다는 점을 고려할 때, 그 비둘기는 안느가 정신을 놓기 시작한 시점부터 안느의 화신으로 존재했다고 말할 수 있겠다.
.
  처음 부분에선 그 뒤 조르주와 에바의 대화 장면이 이어진다. 둘은 에바의 전 남편 조프의 이야기를 비롯해 일상적인 이야기를 하다 안느의 이야기에 이른다. 안느는 병원에서 치료를 받는 중이며 곧 집으로 돌아올 것이다. 영화의 뒷부분에선 비둘기 장면에 앞서, 안느를 죽인 조르주가 꽃들을 잔뜩 사 와 안느의 시체를 장식할 준비를 하는 동시에 집 안 방문마다 테이프를 붙이는 장면이 나온다. 두 장면 모두 안느가 부재한 장면이라는 점에서는 일치하지만, 전자가 집으로 돌아올 안느를 기다리며 그녀를 걱정하는 장면이라면 후자는 영영 떠나버린 안느를 추모할 준비를 하는 장면이라는 점에서 대조된다.
.
  영화의 앞 부분에서 조르주와 에바의 대화 장면에 이어지는 장면은, 안느의 퇴원 준비를 마친 집에 안느가 휠체어를 타고 돌아와서는 거실에서 조르주에게 '자신을 다시는 입원시키지 말아달라'고 말하는 장면이다. 영화의 뒷부분에서 추모 준비 장면에 앞서 등장하는 장면은 조르주가 침실에서 안느를 죽이는 장면이다. 전자에서는 '안느가 돌아오고', 후자에서는 '안느가 죽음으로써 떠난다'. 전자의 무대는 '거실'이고 후자의 무대는 '침실'인데, 거실은 집의 현관문을 들어섰을 때를 기준으로 오른편에 있는 공간, 침실은 왼편에 있는 공간이라는 점에서 대칭을 이루는 공간들이다. 한 편, 전자에서 조르주가 안느에게 하는 약속과, 후자에서 조르주의 살해 역시 대칭을 이루고 있다고 볼 수 있다. 그는 안느의 부양에 크나큰 부담을 느끼고 있고 이전의 안느와의 대화를 통해 그녀 역시 '지나치게 긴' 자신의 고통으로 가득한 삶에 염증을 느끼고 있음을 알고 있었지만, 그녀와의 약속 때문에 그녀를 차마 요양병원에 보낼 수는 없었다. 결국 벼랑 끝에 다다라 그가 선택한 방법이 살인이었던 것이다.
.
  이처럼 영화는 시작과 뒷 부분을 마치 접어둔 것처럼 대칭을 이루게 하고 있다. 영화는 이 밖에도 수많은 대칭점들을 내포하고 있다. 조르주가 안느의 병을 처음 깨닫게 된 아침 식사 장면에서 자신의 옛 이야기를 해 준 것처럼, 안느의 병을 끝내는 살해 장면에서도 그는 안느에게 자신의 옛 이야기를 해 준다. 집 안의 피아노가 연주되는 장면이 두 번 나오는데 이 장면들도 대칭을 이루고 있다. 첫 장면은 안느를 찾아온 제자 알렉상드르가 안느의 부탁에 따라 베토벤의 바가텔을 연주하는 장면이며, 두 번째 장면은 조르주의 기억 혹은 환상 속에서 안느가 슈베르트의 곡을 연주하는 장면이다. 베토벤을 존경하던 슈베르트가 처음 베토벤을 만나러 갔을 때 병환이 깊은 그의 모습에 큰 충격을 받고 인사도 없이 뛰쳐나왔다는 일화가 있다. 안느를 찾아온 제자 알렉상드르는 휠체어에 앉아있는 안느의 모습을 보고 크게 놀라는데, 이는 최근에 슈베르트에 빠져 있다는 알렉상드르에게 안느가 베토벤의 바가텔을 연주해줄 것을 요청하는 장면과 함께 안느와 알렉상드르의 관계를 마치 베토벤과 슈베르트의 관계처럼 느껴지게 한다. 따라서 두 번의 피아노 연주 장면이 각각 슈베르트랄 수 있는 알렉상드르가 베토벤의 곡을 연주하는 장면과 베토벤이랄 수 있는 안느가 슈베르트의 곡을 연주하는 장면이라는 점에서 완전히 대칭을 이루고 있는 셈이다. 한 편, 후에 알렉상드르가 안느의 건강을 염려하는 편지와 함께 보내온 자신의 슈베르트 연주 CD를 듣던 중 안느가 '꺼 버리라' 말하는 장면과 안느의 슈베르트 연주 환상을 보며 슈베르트의 곡을 듣던 조르주가 곧 음악을 '꺼 버리는' 장면 역시 대칭을 이룬다. 에바가 안느를 두 번 찾아오는 장면도 대칭을 이룬다. 에바는 두 번의 경우 모두에서 펑펑 울며 손수건으로 코를 푼다. 첫 방문에서는 전 남편 조프와 함께이지만 두 번째 방문에서는 혼자이다. 첫 방문은 약속된 방문이나 두 번째 방문은 갑작스런 방문이다. 첫 번째 방문에서는 침실 문이 열려 있지만 두 번째 방문에서는 침실 문이 잠겨 있다. 아마 이 외에도 영화 내에 대칭을 이루는 장면들은 수도 없이 많을 것이다.
.
  그렇다면 이렇게 수많은 대칭점으로 영화는 과연 무엇을 말하려 한 것일까?
.
  우리는 수많은 장면에서 안느가 자존심이 강한 사람이라는 단서들을 얻을 수 있다. 처음 병의 징조를 보게 된 순간에도 그녀는 자존심 때문에 애써 병을 부정하며 의사를 찾지 않으려 하는가 하면, 퇴원 뒤에는 다시는 입원시키지 않겠다는 약속까지 받아낸다. 그녀는 늘 자신의 마비 증상을 창피해 하며, 병환이 심화됨에 따라 점차 사람을 만나려 하지 않게 된다. 위에서 말했듯, 그녀는 알렉상드르와도 자신의 병환에 대해 이야기하려 하지 않으며, 후에 알렉상드르가 보내온 CD를 들으며 자신을 걱정하는 그의 편지를 읽던 중엔 잔뜩 화가 나 CD를 꺼 버리라 하기까지 한다. 이외에도 외투를 벗겨주는 것을 비롯해 일상의 여러 가지 사소한 것들에 있어 조르주에게 대접받고자 하는 성격이었다는 것도 쉬이 알 수 있다. 이처럼 자존심이 강하고 자기애가 강한 그녀였기에, 아마도 그녀는 병환이 찾아오기 전에도 늘 늙어가는 자신에 대해 괴로움을 느끼고 있었으리라. 한 때는 음악에 몸 담고 있던 그녀이지만 이제 늙은 그녀는 연주하는 모습조차 쉬이 찾아볼 수 없다. 조르주의 기억 속에선 슈베르트를 능숙하게 연주하던 그녀이지만, 이제는 제자가 슈베르트를 연주하는 것을 보는 베토벤의 입장이 되어버린 그녀이다. 영화 초반부에 알렉상드르의 연주를 듣고 돌아와서 그의 연주를 칭찬하는 그녀에게 조르주는 '자랑스럽냐'고 묻지만, 우리는 그 대답을 들을 수 없다. 늙는다는 것에 대한 두려움, 그 너머의 죽음에 대한 공포, 삶의 구석 어딘가에서 늘 불안하게 꿈틀거리던 것들이 구체적인 병환의 형태로 나타나면서 이제 병으로 인해 점차 추해질 것이라는 공포까지 더해지면서 불안과 공포가 그녀를 점점 집어삼키게 된다. 그녀는 이제 병환에 시달리며 제자에게 베토벤의 바가텔 연주를 부탁하는 병든 베토벤이며, 더 이상 제자가 연주하는 슈베르트 연주를 기쁜 마음으로 들어줄 수도 없다.
.
  한 편, 그녀를 바라보는 조르주에게 있어서 그녀의 병환은 늙는다는 것에 대한 두려움, 죽음에 대한 공포와 더불어 간병에 대한 육체적, 정신적 부담으로 다가오는가 하면 안느와 '분리'될지도 모른다는 공포로 다가오기도 한다. 이는 위에서 발한 바 있는, 알렉상드르의 연주회에서 돌아온 뒤 각자 다른 공간으로 들어감으로써 '분리'되는 장면에서 처음으로 그 불안을 암시하는 방식으로 등장하더니, 아침 식사 장면에서도 절대 두 인물의 얼굴을 한 프레임 안에 함께 담지 않음으로써 그 불안을 연장시키기도 하고, 후에는 물이 흥건한 통로를 걷던 중 손이 덮쳐 오는 환상 장면(이는 간병에 대한 부담과 더불어, 죽음이 안느를 먼저 덮쳐버린 뒤 곧 자신마저 덮쳐오리라는 공포의 형상화라고 볼 수도 있겠다.)으로 나타나기에 이른다.
.
  이처럼 병환으로 인해 추해지는 자기 자신에 대한 수치심, 노화와 죽음에 대한 공포, 간병의 부담, 분리의 공포 등은 안느의 병환이 심해질수록 점점 더 강도를 더해가며 부부를 짓누른다. 부부는 점점 바깥 세상으로부터 스스로를 소외시키며 수치와 불안과 공포, 소멸의 기운에 잠식되어가는 공간 안에 잠겨 간다(영화 처음 부분에 음악회를 보고 집으로 돌아오기까지의 과정을 제외하면 영화는 단 한 번도 집 밖으로 벗어나지 않는다. 영화 초장에 바깥에서 집이라는 공간으로 들어온 뒤 점차 집이란 공간 안에 퍼져가는 소멸의 기운을 담아낸다는 점에서는 올해 상반기에 보았던 벨라 타르의 '토리노의 말'과 겹치는 면이 있다.). 안느가 제 정신을 잃고, 마침 그 타이밍에 맞추어 비둘기가 등장할 즈음, 첫 시작 부분에서 처음 '분리'의 물꼬를 트고 불안을 키워나가기 시작하며 끝없이 파고들던 영화는 그 불안의 밑바닥을 본 듯하다. 영화는 이제 슬슬 몸을 틀기 시작한다.
.
  조르주가 새 고용인을 들였다가 그녀의 행동에 불만을 품고 그녀를 다시 해고하는 시점이 하나의 기준이 될 것이다. 영화 시작 이후로 지금껏 쭉 대칭의 한 축만을 보여오던 영화가 처음으로 대칭의 다른 축을 보여주는 순간이다. 처음으로 안느의 간호 과정에서 외부인에게 모욕을 당하는 순간이기도 하다. 부양의 부담과 죽음과 분리의 불안이 극에 달한 조르주는 물을 뱉어내는 안느에게 무의식적으로 폭력을 행사하기에 이른다. 그는 단지 그녀를 살리기 위해 억지로라도 물을 먹이려 했을 뿐인데, 자신에 도리어 물을 뱉는 이 어린아이와 같은 여자는 누구인가? 그리고 그토록 사랑하는 아내의 뺨을 올린 이 남자는, 이 괴물은 과연 자신이 맞는가? 영화 초반 아침 식사 장면에서 안느는 옛 이야기를 하는 조르주에게 '이미지가 변할까 겁난다'고 말하고, 조르주가 자신의 이미지가 어떠냐고 되묻자 '고약하지만(monstrueux) 너무 착하다'고 대답한다. 그런 그의 이미지, '고약하지만 너무 착한' 그의 이미지가 어느새 '너무 착하지만 고약한', 혹은 'monstrueux'라는 단어 그대로 괴물같은 이미지로 변해버린 것은 아닐까? 조르주는 이제 자기 자신마저 두려워지기 시작한다.
.
  그 즈음 대칭의 다른 축을 보여주는 또다른 장면이 등장하는데 바로 에바의 재방문 장면이다. 이때 안느의 갑작스런 방문에 당황한 조르주는 안느의 모습을 보여주지 않으려 급히 침실 문을 잠그지만, 곧 에바의 추궁에 문을 열어주고 만다. 안느의 모습을 본 에바는 병에 걸린 안느를 처음 보러 온 날처럼(영화 초반에 조르주와 대화를 나눈 그 장면이 아니다.) 엉엉 울며 코를 푼다. 그러고서는 이대로 가만히 둘 수 없다며 무슨 일이라도 해 보라며 아버지를 닦달한다. 조르주는 모든 시도를 다 해 보았지만 다 소용이 없었다며, 요양 병원에 보내는 일은 약속 때문에 할 수 없다며 오히려 에바에게 '어떻게 해야겠냐'고 되묻는다. 우리는 에바의 대답을 듣지 못하고 다음 장면으로 넘어가게 된다.
.
  그 다음, 대칭의 반대 축을 보여주는 또 하나의 장면은 슈베르트 연주를 떠올리는 환상 혹은 기억 장면이다. 늙고 병든 베토벤이 아닌 슈베르트 같던 시절의 그녀. 지금의 그녀는 마치 그 시절의 자신을, 자신의 영혼을 비둘기의 형상처럼 뱉어버린 육체와 같이 느껴질 정도이다. 그 기억 속에 한참을 잠겨 있던 그는 마치 어떤 결심이라도 한 것처럼 CD를 꺼 버린다(이 역시 대칭의 반대 축에 해당하는 장면이다. 그리고 아마 이 장면에서 조르주가 듣고 있던 CD는 알렉상드르가 준 그 CD일 것이다. 의도적으로 건강한 시절의 안느와 알렉상드르를 동일시하고자 한 듯 하다.). 그리고 이제 조르주는 안느에게 자신의 옛 이야기를 다시 한 번 들려주더니 안느를 죽인다. 병원에 보내지 않겠다는 약속을 지키면서도, 조르주 자신과 안느를 모두 구원할 수 있는 유일한 방법. 이제 'monstrueux'하기만 한, 괴물과도 같은 상태로 전락할 뻔했던 조르주는 자신의 옛 이야기를 안느에게 처음 해 주었던 그 아침 식사 때처럼 'monstrueux하지만 너무 착한' 조르주로 돌아간다.
.
  대칭의 한 축에서 '분리'의 과정을 쭈욱 따라가며 불안의 심화를 그렸던 영화는 이제 대칭의 반대 축에서 '합일'의 과정을 그리기 시작한 셈이다. 더 이상 안느가 안느 같지 않게 되어 버리고 자신도 예전의 자신을 일허버린 '분리'의 끄트머리, 그 절망의 정점에서 '합일'의 해결책을 구하다, 결국 안느를 죽임으로써 어떤 의미에서 '합일'의 물꼬를 트게 된 조르주는 이제 나름의 방식으로 안느를 추모하고 그 공간을 완전히 세상으로부터 격리시킨 뒤 다시 돌아온 비둘기를 마치 안느인 양 담요로 잡고서 꼭 끌어안아 쓰다듬고는 다시 풀어준다. 마치 의식과도 같은 행위이다. 편지로 이 이야기를 남기고 잠든 조르주는 이제 '분리'의 첫 시작과 꼭 닮았지만 정반대인 일련의 식순을 밟고 안느와의 영원한 '합일'의 길로 떠난다. 극중 거실과 부엌이, 다시 거실과 침실이 대칭을 이루듯 그 자체로 대칭 관계를 그리고 있던 조르주와 안느가 '분리'되었다가 다시 '합일'에 이르는 순간. 영화는 여기서 한 번 끝난다. 영화는 거의 완벽에 가까운 형식미로, 죽음과 소멸의 기운이 도사리고 있는 가운데 '분리'의 불안 그 한복판에 놓였던 노부부가 외려 죽음을 통해 다시 '합일'에 이르기까지의 여정을 그린 셈이다.
.
(리플에 계속)"
"아휘","4.0","25","0","조용하고 우아하게 죽을 권리. 
엄중한 관조의 태도.
무거운 여운."
"박시시","5.0","25","0","잔잔히 흐르던 영화는 몇년째 내 안에 고여있다."
"제프박","4.5","25","0","노년의 삶과 죽음 그리고 사랑에 대한 서늘한 감동이 고스란히 전해지는 현실적인 작품. 깊은 울림과 절제를 보여주다가 결국 충격과 슬픔을 느끼게 한 두고두고 생각날 명작."
"rodel_ledor","5.0","24","0","자신의 사랑이 망각됨을 인내함이 사랑인가?
자신이 사랑하고 있음을 망각함은 사랑이 아닌가?
사랑과 망각의 경계와 공존이 적막과 함께 엄습하다"
"6월","5.0","24","0","좋으면 꽃을, 싫으면 별을 그렸던 엽서.
그대가 너무나도 좋아 가는 길 꽃을 가득 두었다.
-
창문을 통해 넘어온 비둘기는 할머니를 데리러 온 것일까? 뒤늦게 안 할아버지는 그래서 비둘기를 잠시 잡아뒀나 보다. 결국엔 삶의 마지막도 함께인 노부부의 모습을 보고, 코끝이 찡해지면서 눈물이 났다.
-
사랑을 마지막까지 지켜내더라도, 냉혹한 현실과 인간의 나약함은 이겨낼 수 없다는 보편적이고, 잔인한 사실을 그려낸 영화이다. 그리고, 가깝게는 부모님의 마지막, 멀게는 우리의 마지막을 그려낸 작품. 그래서 너무나 무섭고 슬픈 영화."
"실존","5.0","23","0","삶을 잘 살아가는 것 못지않게 중요하지만 애써 외면하고 살고 싶은 삶을 어떻게 잘 마무리 할 것인가에 관한 문제를 직시하는 거장의 품위있는 시선이 담겨 있었다."
"더워요","5.0","23","0","도둑도 평화도 제 살기 위해 오가네요. 그럼 우리는 왜 있을까요. 천창도 없고, 마당도 없는, 삶이 얼었다.
그 위로 마중물 쏟긴다"
"Mashimaro","4.5","21","0","하늘을 바라보던 아름다운 꽃이 별이 되어가는 과정"
"장승하","5.0","21","1","올것을 알고 있었지만 문을 닫아 막던 죽음과
계속 잡아두고 싶었지만 놓아주어야 했던 삶."
"샌드","5.0","21","0","지긋한 노장 감독이 만들어 낼 수 있는 가장 깊은 노인들의 이야기입니다. 느리고 조용하면서도 울림이 깊은 영화입니다. 있는 그대로를 보여주니 사실적이고 진정성으로 다가옵니다. 죽음에 대하여 어떤 생각을 어떻게 맞아야 하는가에 대하여를 절절하게 펼칩니다. 영화의 시작부터 영화가 끝난 후에도 진한 상념이 지속됩니다."
"윤종원","5.0","21","0","절제된 미학을 통해 한겨울에 피는 동백꽃 마냥 애절한 사랑과 다가올 이별의 비애를 은유적으로 선사한다. 삶과 죽음, 사랑의 무게가 고스란히 전해져 한동안 자리에서 일어나지 못했다."
"Lemonia","5.0","20","0","인간이라면 누구에게나 필연적으로 다가오는 죽음이지만, 나이가 들어 죽음을 받아들여야 하는 시기가 다가오면 세상을 떠난다는 것은 두렵고 외롭다. 우리는 삶의 마지막 순간까지도 사랑과 행복이 가득하기를 기대하며 살아가지만, 우리를 기다리고 있는 현실은 그보다 더 적막하고 슬프다. 인간은 나이가 들면 다시 아이로 돌아간다는 말이 있다. 늙음에 따른 병듦은 누구나 겪어야 할 일인데, 그것을 감추고 수치스러움에서 벗어나고자 문을 닫고 자기만의 공간에 갇히길 스스로 자처하는 점은 참 슬픈일이다. 나이가 들어갈수록 변해가는 우리의 삶은 이상과 현실 사이에서 어떤 사랑을 선택할 수 있을까?"
"REZIN","3.0","20","0","영화의 행간이 많아 쉽게 와닿지 않지만 내가 같은 경유라면 주인공과 큰 차이 없었을 것 같다."
"Alex9","4.0","20","1","도둑, 딸과 사위, 제자 그리고 질병. 내 집에 찾아오는 모든 것은 평온을 깨는 불행. 공간을 공유했던 유일자를 비둘기처럼 날려보낸 후, 기억과 동행하는 마지막 외출의 처연함."
"앞마당","4.5","20","0","사랑하는 사람이 죽어가는 것을 보는게 제일 고통스러운 일이다.
비둘기의 상징은 언젠가는 떠나보내야 하는 이별의 상징이 아니였을까?"
"멋진 씬세계","5.0","20","0","함께 늙어가는 기쁨, 그럼에도 함께하지 못하는 것들에 대한 아픔"
"머로리","1.5","20","0","사랑과 희생에 대한 감독의 노골적인 답변"
"이태훈","4.0","19","0","사랑하는 이가 내게 짐이 되는 것은 고통이요, 상대에게 짐이 되는 상태에서 사랑을 받는 것 또한 고통이다. 나이 든 사랑에 관한 영화."
"Jay Oh","4.5","19","0","고요한 외침. 그것이 사랑이 아니라 할 사람이 있을까?
A permeating quietness that is as effective as heart-shredding."
"시리우스","4.0","18","0","몇차례나 보기를 두려워했던 영화.
아마도  죽음이 두려워서였을것이다.
죽음을 마주한다는 건 어떤 느낌일까?
두 노년의 배우들의 열연은 보는 내내 숙연해지게 했다. 언젠간 마주해야할, 늙는것과 병든다는 것.
그것조차 함께  해야하는 일. 그것을 사랑으로
포장하기엔 너무 크고 고통스러운 일."
"오경문","4.5","18","0","살면서 한번씩 이 영화가 생각날 것 같다.
만약 내가  저렇게 된다면 다른 선택을 할 수 있을지..."
"조항빈","4.0","18","0","혼란스러운 표정, 일상적이지만 흔들리는 대화, 사무적으로 되어버린 간호까지, 죽음에 반응하는 사랑, 정성, 고뇌를 건조한 이미지, 정적인 카메라와 숨죽인 소리로 담아내어 두 배우들의 각자 혼신의 연기로 지배하는 씬들을 선사한다"
"뭅먼트","3.5","18","0","기나긴 인생의 에필로그.
 
그 곁에 있어 주는 단 한 사람, 나의 Amour."
"sean park","5.0","18","0","각자의 미래에 대한 연민"
"희정뚝","5.0","17","0","안느가 죠르쥬에 의지하며 한발 한발 내딛는 모습은 가장 우아한 왈츠 같았고 안느가 홀로 읊조리는 말들은 가장 아름다운 시였으며 그가 그녀에게 한 모든 행동은 세월의 아무르였다."
"Daydream","4.5","17","0","미카엘 하네케 감독이 남겨놓은 화면 속 빈 공간에 수많은 복잡한 감정들과 감상들이 남는다.

배경음악 따위 없다.
드라마틱한 전개마저 없다.

내가 가장 잘 알고 쥘 수 있었던 당신인데도, 난 알고 있었지만서도 포기하고 싶지 않았는데.
결국 우리가 끝내 함께하려면 이 방법 뿐이었다."
"jung","4.0","17","0","노화와 죽음 앞에  그저 지켜볼 수밖에 없는 노부부. 더 이상 사랑을 말하려 해도 할 수 없고 고통을 나누려 해도 서로에게 배가 되어 돌아간다.

언제나 묵직한 메시지를 남기는미카엘 하네케의 영화. ."
"선우","5.0","17","0","이렇게 깨끗한 영화는 본 적이 없다"
"코니koni","5.0","17","0","나이 들어가는 시간속에서 드문드문 나를 건드릴 영화"
"RTDzz","4.5","17","0","사랑의 한계를 당신은 모른다."
"크라코지아","4.0","17","0","정적속에서 주연들의 숨소리와 울음소리만으로 배경음악은 충분했다"
"ㅇㅈㅇ","4.5","16","0","아름답지만은 않은."
"Chance Kim","3.5","16","0","문 열고 나가는 장면이 참 좋았다."
"차지훈","4.0","15","0","내가 죽어 누워야할 때
카메라는 움직이지 않고 나를 응시한다.
하지만 본인은 천장과 자신의 과거를 읊조릴뿐
무력히 그 질병을 자신의 몸에 담아낼 수밖에 없다.
극적인 어떤 장면없이 하네케 감독은 그의 필치대로
노인의 삶을 담아내고, 담담히 가슴 속에 눌러내린다.
어떤 대단한 과거가 존재하겠지만,
침잠하는 현재의 모습을 보여줄 뿐.
그의 카메라는 언제나 현실적이고 잔혹하다.
침잠하는 현실을 담아내, 보는 내내 가슴 속에 무거운 추를 다는 듯한 느낌의 작품."
"씨네도리","4.5","15","0","두 노인이 함께 내쉰 숨결의 길에 참혹히 내려앉고야 마는 죽음의 더께"
"MLTNG DWN","4.0","15","0","밀려 들어오는 말로의 그림자는 당연한 자연의 섭리라고 해도, 끝없이 무너지는 나의 모습을 바라보는 그 모두에게는 평온한 삶에 끼어든 도둑과도 같다. 영화는 보편적인 규범을 걷어낸 채 또다른 당연한 감정에 맞춰 떠나버리는 이들의 선택을 존중한다."
"주 영 화","3.5","15","2","사는 것도 이기적, 죽이는 것도 이기적, 그렇게 같이 죽는 건 제일 이기적."
"페이드아웃","4.5","14","0","시간이라는 수렁 속 얽히고설킨 슬픔."
