date,positive,negative,neutral,sentiment score,summary
2020-07-27,0,1,0,-1.0,"서울 외환시장에서 오전 9시 13분 현재 달러 대비 원화 환율은 달러당 1,199.7원을 기록해 달러당 1,199.7원을,이날 서울 외환시장에서 오전 9시 13분 현재 달러 대비 원화 환율은 달러당 1,199.7원을,이날 서울 외환시장에서 오전 9시 13분 현재"
2020-07-31,1,0,0,1.0,"서울 외환시장에서 달러 대비 원화 환율은 전날보다 3.1원 내린 달러당 1,191.3원에 거래를 마쳤다."
2020-08-03,1,0,0,1.0,"원/달러 환율은 글로벌 달러 약세를 쫓아 장중 1,180원대로 떨어지기도 했으나, 저가에 달러를 사들이려는 수입업체의 매수 등이 유입되면서 종가 기준 1,190원대를 유지했다."
2020-08-04,1,0,0,1.0,"4일 오전 원/달러 환율이 소폭 하락 출발한서울 외환시장에서 원/달러 환율은 전일보다 0.9원 내린 달러당 1,192.5원을 나타냈다.서울 외환시장에서 원/달러 환율은 전일보다 0.9원 내린 달러당 1,192.5원을 나타냈다."
2020-08-05,2,0,0,1.0,"서울 외환시장에서 원/달러 환율은 전날보다 5.3원 내린 1,188.8원에 거래를 마쳤다. 6일 오전 원/달러 환율이 소폭 하락세로 출발했다.서울서울 외환시장에서 이날 오전 9시 17분 현재 원/달러 환율은 전일보다 2.35원 내린 달러당 1,191.75원을 나타냈으며, 원/달러 환율은 이날 1,192원에서 거래를 시작해 1,190원대 초반"
2020-08-06,1,0,0,1.0,"6일 오전 원/달러 환율이 하락 출발했다.서울 외환시장에서 원/달러 환율은 전일보다 5.2원 내린 달러당 1,183.6원을 나타냈다."
2020-08-18,1,0,0,1.0,"18일 오전 원/달러 환율은 보합세다.서울서울 외환시장에서 달러 대비 원화 환율은 전 거래일보다 0.1원 오른 달러당 1,184.7원을 나타냈다.서울 외환시장에서 달러 대비 원화 환율은 1.0원 내린 1,183.6원으로 출발한 뒤 약보합과 강"
2020-08-20,0,1,0,-1.0,"서울 외환시장에서 원/달러 환율은 전날 종가보다 5.7원 오른 달러당 1,186.9원에 거래를 마쳤다."
2020-08-24,0,2,0,-1.0,"24일 원/달러 환율은 전 거래일보다 2.8원 오른 달러당 1,189.1원에 거래를 마쳤다. 서울 외환시장에서 원/달러 환율은 오전 9시 23분 현재 전 거래일보다 4.4원 오른 달러당 1,190.7원을 나타냈다."
2020-08-25,2,0,0,1.0,"서울 외환시장에서 원/달러 환율은 전일보다 4.0원 낮은 달러당 1,185.1원에 거래를 마쳤다. 25일 오전 서울 외환시장에서 원/달러 환율은 오전 9시 19분 현재 전일보다 0.7원 낮은 달러당 1,188.4원을 나타냈다."
2020-08-26,0,2,0,-1.0,"26일 원/달러 환율이 소폭 오름세로 마감했다. 서울 외환시장에서 원/달러 환율은 오전 9시 18분 현재 전날보다 1.9원 오른 달러당 1,187.0원을 나타냈다."
2020-08-27,1,0,0,1.0,"서울 외환시장에서 원/달러 환율은 전날보다 1.8원 내린 달러당 1,185.0원에 거래를 마쳤다."
2020-08-28,0,1,1,-0.5,"28일 원/달러 환율이 약보합권에서 마감했다. 28일 원/달러 환율이 강보합권에서 출발했다.이날 서울 외환시장에서 원/달러 환율은 오전 9시 27분 현재 전날보다 1.4원 오른 달러당 1,186.4원을 나타내고 있다."
2020-08-31,1,1,0,0.0,"31일 원/달러 환율이 소폭 상승한 채로 마감했다. 원/달러 환율은 전 거래일보다 4.4원 내린 달러당 1,179.9원이다."
2020-09-01,2,0,0,1.0,"1일 원/달러 환율이 5원 가까이 떨어진채 마감했다. 원/달러 환율이 소폭 하락 출발한서울 외환시장에서 이날 오전 9시 34분 현재 원/달러 환율은 전날보다 1.9원 내린 달러당 1,185.9원이다."
2020-09-02,0,2,0,-1.0,"2일 원/달러 환율이 소폭 상승한 채 마감했다. 2일 오전 원/달러 환율이 소폭 상승하고 있다.서울서울 외환시장에서 이날 오전 9시 10분 현재 원/달러 환율은 전날보다 2.2원 오른 달러당 1,185.2원이다.서울서울 외환시장에서 이날 오전 9시 10분 현재 원/달러 환율은 전날보다 2.2원 오른 달러당 1,18"
2020-09-04,0,2,0,-1.0,"4일 원/달러 환율이 사흘 연속 소폭 상승 마감했다. 4일 원/달러 환율이 상승 출발하면서 장 초반 1,190원대에 진입했다.서울 외환시장에서 이날 오전 9시 15분 현재 원/달러 환율은 전날보다 2.6원 오른 달러당 1,190.9원이다."
2020-09-09,0,2,0,-1.0,"9일 오전 달러 대비 원화 환율은 전날 종가보다 2.6원 오른 달러당 1,189.1원에 거래를 마쳤다. 9일 오전 원/달러 환율이 상승세다.이날 오전 9시 29분 현재 달러 대비 원화 환율은 전날 종가보다 4.0원 오른 달러당 1,190.4원이다."
2020-09-10,0,0,1,0.0,밤사이 뉴욕 주식시장 주요 지수가 일제히 상승하면서 위험자산으로 분류되는 원화 투자심리를 부추겼다.
2020-09-14,1,0,0,1.0,"14일 원/달러 환율은 전 거래일 종가보다 3.4원 내린 달러당 1,183.5원에 거래를 마쳤다."
2020-09-15,2,0,0,1.0,"15일 원/달러 환율이 4.5원 하락해 약 7개월 만에 1,170원대로 떨어졌다. 15일 오전 서울 외환시장에서 원/달러 환율은 전일보다 0.85원 내린 달러당 1,182.65원이다.서울 외환시장에서 원/달러 환율은 1.6원 내린 달러당 1,180원대 초반에서 등락하고 있다."
2020-09-16,2,0,0,1.0,"원화는 사흘 연속 강세를 보였다. 16일 서울 외환시장에서 원/달러 환율은 전날보다 2.9원 내린 달러당 1,176.1원에서 거래를 마쳤다."
2020-09-17,1,0,0,1.0,"원/달러 환율은 전날보다 1.7원 내린 달러당 1,174.4원에서 거래를 마쳤다."
2020-09-18,3,0,0,1.0,"원/달러 환율이 18일 급전직하 수준으로 떨어졌다.신종 코로나바이러스 감염증 확산 이전 수준까지 내려간 원/달러 환율이 단기간에 추가 하락할 가능성도 점쳐진다. 원/달러 환율이 18일 급전직하 수준으로 떨어졌다.신종 코로나바이러스 감염증 확산 이전 수준까지 내려간 원/달러 환율이 단기간에 추가 하락할 가능성도 점쳐진다. 서울 외환시장에서 원/달러 환율은 전일 종가보다 14.1원 내린 달러당 1,160.3원에 거래를 마쳤다."
2020-09-20,1,0,0,1.0,중국의 위안화 강세에 힘입어 한국 원화 가치도 덩달아 뛰면서 한국 주식 시장으로의 유입 매력이 커진 것이다.
2020-09-21,1,0,0,1.0,은행주들이 원화 강세의 수혜주로 꼽히는 만큼 지분율이 높은 외국인의 매수세와 함께 실적이 기대치를 웃돌아 반등의 계기를 마련할 것이라는 관측에서다.
2020-09-22,0,1,0,-1.0,원/달러 환율이 22일 오전 상승 흐름을 보이고서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울
2020-09-23,1,0,0,1.0,원/달러 환율이 23일 오전 하락 흐름을 보이고서울 서울서울서울서울서울서울서울서울서울서울서울 서울 서울 서울 서울 서울 서울 서울 서울 서울 서울 서울 서울 서울 서울 서울 서울 서울 서울서울 서울서울 서울서울 서울서울 서울서울 서울서울 서울서울
2020-10-05,2,0,0,1.0,"원/달러 환율이 5일 6원 이상 하락했다. 원/달러 환율은 간밤 뉴욕 차액결제선물환 시장 종가를 반영해 하락 출발한 가운데, 추석 연휴 기간 이슈들을 소화하며 하락 폭은 제한될 것으로 전망된다."
2020-10-06,2,0,0,1.0,"서울 외환시장에서 원/달러 환율은 전일 종가보다 2.4원 내린 달러당 1,161.0원에 거래를 마쳤다. 원/달러 환율이 하락 출발한것서울서울서울서울서울서울 서울 서울 서울 서울 서울 서울 서울 서울 서울 서울 서울 서울 서울 외환 외환 외환 외환 외환 외환 외환시장에서  원/달러 환율은 전날 오전 9시8분 현재 원/달러 환율은 전날 종가에서 5.60원 내린 달러당"
2020-10-07,2,0,0,1.0,원/달러 환율이 7일 소폭 하락한 채로 마감했다. 도널드 트럼프 미국 대통령의 추가 부양책 협상 중단 선언에 따른 안전자산 선호 심리 회복으로 원/달러 환율이 상승 압력을 받는 것으로 풀이된다.
2020-10-08,1,1,0,0.0,"원/달러 환율이 약 1년 5개월 만에 최저 수준까지 떨어진 가운데 더 하락할 수 있다는 전망이 나온다. 원/달러 환율이 8일 1,153원대로 마감하며 종가 기준 1년 5개월여 만에 최저를 기록했다."
2020-10-12,2,0,0,1.0,"원/달러 환율 추이이날 서울 외환시장에서 원/달러 환율은 전일 종가보다 6.5원 내린 달러당 1,146.8원에 마감했다. 서울 외환 외환시장에서 이날 오전 9시 4분 현재 원/달러 환율은 전날보다 4.5원 내린 달러당 1,148.8원이다.서울서울 외환시장에서 이날 오전 9시 4분 현재 원/달러 환율은 전날보다 4.5원 내린 달러당 1,148.8원이다.서울서울 외환시장에서"
2020-10-13,0,2,0,-1.0,"13일 원/달러 환율은 전날 종가보다 0.3원 높은 달러당 1,147.1원에 거래를 마쳤다. 원/달러 환율이 13일 오전 원/달러 환율이 소폭 상승하고 서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울서울"
2020-10-14,1,0,0,1.0,14일 원/달러 환율이 소폭 하락 마감했다.
2020-10-15,1,0,0,1.0,15일 원/달러 환율이 이틀 연속 하락했다.
2020-10-16,0,1,0,-1.0,"서울 외환시장에서 원/달러 환율은 전일 종가보다 4.2원 오른 달러당 1,147.4원에 거래를 마쳤다."
2020-10-19,2,0,0,1.0,19일 원/달러 환율이 위안화 강세와 연동해 하락 마감했다. 19일 원/달러 환율이 하락 출발한 원/달러 환율이 하락 출발했다.
2020-10-20,4,0,0,1.0,"원/달러 환율이 1년 반 만에 가장 낮은 수준까지 떨어지면서 원화 강세가 언제까지 이어질지 주목된다. 원/달러 환율이 1년 6개월 만에 1,130원 선에 진입했다.20일 서울 외환시장에서 원/달러 환율은 전일보다 2.6원 내린 달러당 1,139.4원에 거래를 마쳤다. 원/달러 환율이 1년 6개월 만에 장중 1,130원대로 내려왔다. 서울 외환시장에서 원/달러 환율은 오전 9시 19분 현재 전일보다 1.0원 내린 달러당 1,141.0원을 나타냈다."
2020-10-21,1,0,0,1.0,"서울 외환시장에서 원/달러 환율은 오전 9시 13분 현재 전일보다 2.8원 내린 달러당 1,136.6원을 나타냈다."
2020-10-22,0,1,0,-1.0,"22일 원/달러 환율이 소폭 반등해 1,132원대에서 마감했다."
2020-10-23,0,1,0,-1.0,"서울 외환시장에서 원/달러 환율은 오전 9시 21분 현재 전날보다 2.9원 오른 달러당 1,135.8원에 거래됐다."
2020-10-25,0,1,0,-1.0,"최근 원/달러 환율이 1,130원대로 떨어지며 연저점을 갈아치우는 가운데 달러값이 쌀 때 '안전자산'을 확보해두려는 기업과 환차익을 노린 개인의 수요가 몰린 영향으로 풀이된다."
2020-11-09,0,0,1,0.0,미국 대선에서 조 바이든 민주당 후보의 당선이 국내 코스피 지수와 원화 가치를 계속 밀어 올리고 있다.
2020-11-10,0,0,3,0.0,"10일 서울 서울 영등포구 여의도KB국민은행 딜링룸 현황판에 코스피와 원/달러 환율종가가 보이고 있다. 10일 서울 영등포구 여의도KB국민은행 딜링룸에 코스닥 지수, 코스피, 원/달러 환율이 보이고 있다.이날 코스피는 전 거래일보다 5.63포인트 오른 2,452.83으로 거래를 마쳤고, 코스닥지수는 전 거래일보다 10.42포인트 내린 840.79로 10일 서울 서울 영등포구 여의도KB국민은행 딜링룸 현황판에 코스피와 원/달러 환율이 보이고 있다.이날 코스피는 전 거래일보다 5.63포인트 오른 2,452.83으로 거래를 마쳤고, 코스닥지수는 전장보다 10.42포인트 내린 840.79로 마감했다."
2020-11-16,2,0,0,1.0,"16일 원 원/달러 환율이 하락해 1,100원대에 진입했다.이날 서울 외환시장에서 원/달러 환율은 전 거래일보다 6.3원 내린 달러당 1,109.3원에 마감했다.이날 서울 외환시장에서 원/달러 환율은 전 거래일보다 6.3원 내린 달러당 1, 16일 오전 원/달러 환율이 하락 흐름을 보이고 있다."
2020-11-17,1,0,0,1.0,17일 오전 원/달러 환율은 하락 흐름을 보였다.
2020-11-23,1,0,0,1.0,"원/달러 환율이 하락해 1,110원대로 마감했다.이날 서울 외환시장에서 원/달러 환율은 3.9원 내린 달러당 1,110.4원에 장을 마쳤다."
2020-11-24,0,2,0,-1.0,"서울 외환시장에서 원/달러 환율은 2.3원 오른 달러당 1,112.7원에 마감했다. 원/달러 환율은 역외 환율 상승을 반영해 상승 출발했으나, 위험선호 분위기가 이어지며 하방 압력을 받을 것으로 전망된다."
2020-11-27,0,1,0,-1.0,27일 원/달러 환율이 7거래일 만에 최저치를 경신했다.
2020-12-02,0,1,0,-1.0,"2일 원/달러 환율이 1,100원대로 마감하며 2년 6개월 만에 최저를 기록했다."
2020-12-03,4,1,0,0.6,"3일 원/달러 환율이 2년6개월만에 1,000원대에 진입했다. 3일 서울 외환시장에서 원/달러 환율은 전날보다 3.8원 내린 달러당 1,097.0원에 거래를 마쳤다. 원/달러 환율이 1,000원대에 진입하며 2년 6개월 만에 최저치를 기록했다.이날 서울 외환시장에서 원/달러 환율은 전날보다 3.8원 내린 달러당 1,097.0원에 거래를 마쳤다. 원/달러 환율이 장 초반 하락해 2년6개월 만에 달러당 1,000원대로 떨어졌다. 원/달러 환율은 위험 선호와 글로벌 달러 약세 흐름 속에 하방 압력을 받으며 1,100선 하향 돌파 시도가 이어질 것으로 보인다."
2020-12-04,3,0,0,1.0,"4일 원/달러 환율은 전날 종가보다 14.9원 내린 달러당 1,082.1원에 장을 마치며 1,080원대 초반으로 마감했다. 4일 원/달러 환율이 장 초반 거센 하락세를 이어가면서 장중 1, 1, 1,090원선도 붕괴되었다.이날 서울 외환시장에서 원/달러 환율은 오전 10시 현재 전날 종가보다 7.10원 내린 달러당 1,089.90원이다.이날 서울 외환 4일 원/달러 환율이 하락 출발한 원/달러 환율은 오전 9시 6분 현재 전날 종가보다 4.7원 내린 달러당 1,092.3원이다."
2020-12-09,1,0,0,1.0,9일 원/달러 환율이 하루 만에 반락한 채 마감했다.
2021-01-08,0,1,0,-1.0,"8일 원/달러 환율이 1,090원 턱밑에서 마감했다."
2021-01-11,1,2,0,-0.3333333333333333,"미국 블루웨이브 이후 시장금리가 급등하는 등 달러가 강세를 보였고, 한국 원화의 대리 통화로 여겨지는 위안화도 약세 흐름을 보여서다. 11일 원/달러 환율은 글로벌 달러 강세에 연동되며 강한 상승 압력을 받았다. 11일 오전 원/달러 환율이 상승 출발한 원/달러 환율이 상승 출발한 원/달러 환율이 상승 출발했다.서울 외환시장에서 이날 오전 9시 7분 현재 원/달러 환율은 전날 종가보다 5.60원 오른 달러당 1,095.40원을 나타냈다."
